"head"	"relation"	"tail"
"mondo.0014261"	"symptom"	"hpo.0003128"
"drugbank.DB09389"	"SE"	"meddra.10030294"
"mondo.0009308"	"symptom"	"hpo.0100658"
"mondo.0014257"	"symptom"	"hpo.0000097"
"mondo.0011232"	"symptom"	"hpo.0002186"
"mondo.0016812"	"associated"	"uniprot.P30793"
"drugbank.DB00619"	"target"	"uniprot.Q9UNQ0"
"mondo.0019338"	"symptom"	"hpo.0000873"
"drugbank.DB00215"	"SE"	"meddra.10002969"
"drugbank.DB00864"	"SE"	"meddra.10038695"
"mondo.0019149"	"associated"	"uniprot.P38571"
"mondo.0014398"	"symptom"	"hpo.0001397"
"drugbank.DB01268"	"target"	"uniprot.P49760"
"mondo.0019186"	"symptom"	"hpo.0001701"
"mondo.0010709"	"symptom"	"hpo.0000726"
"mondo.0014701"	"associated"	"uniprot.P02458"
"mondo.0001187"	"associated"	"uniprot.P35354"
"drugbank.DB00882"	"SE"	"meddra.10054467"
"mondo.0013976"	"associated"	"uniprot.P31276"
"mondo.0011728"	"symptom"	"hpo.0000643"
"mondo.0010399"	"symptom"	"hpo.0000846"
"drugbank.DB01136"	"target"	"uniprot.P08913"
"mondo.0013404"	"associated"	"uniprot.P23526"
"mondo.0014715"	"associated"	"uniprot.P48551"
"mondo.0007540"	"symptom"	"hpo.0000141"
"mondo.0009770"	"symptom"	"hpo.0001539"
"mondo.0016264"	"symptom"	"hpo.0001541"
"drugbank.DB00909"	"SE"	"meddra.10046593"
"drugbank.DB00962"	"SE"	"meddra.10011703"
"drugbank.DB01268"	"target"	"uniprot.P16234"
"mondo.0014939"	"symptom"	"hpo.0010307"
"mondo.0008120"	"associated"	"uniprot.O95551"
"drugbank.DB00497"	"target"	"uniprot.P41145"
"mondo.0009165"	"symptom"	"hpo.0002352"
"mondo.0013540"	"symptom"	"hpo.0002488"
"mondo.0008458"	"associated"	"uniprot.O00555"
"drugbank.DB01037"	"SE"	"meddra.10058483"
"mondo.0009904"	"symptom"	"hpo.0001891"
"mondo.0010547"	"associated"	"uniprot.Q16720"
"mondo.0008854"	"associated"	"uniprot.Q3SYG4"
"drugbank.DB00982"	"SE"	"meddra.10042458"
"drugbank.DB00230"	"SE"	"meddra.10020971"
"mondo.0015193"	"associated"	"uniprot.Q99958"
"mondo.0008962"	"associated"	"uniprot.Q9Y4I1"
"drugbank.DB08916"	"target"	"uniprot.O14578"
"drugbank.DB01262"	"SE"	"meddra.10006002"
"mondo.0020481"	"associated"	"uniprot.P35499"
"mondo.0011996"	"associated"	"uniprot.O15392"
"mondo.0011232"	"symptom"	"hpo.0001310"
"drugbank.DB00631"	"target"	"uniprot.P31350"
"mondo.0013722"	"symptom"	"hpo.0001310"
"mondo.0019391"	"associated"	"uniprot.Q8NB91"
"mondo.0012764"	"symptom"	"hpo.0001009"
"drugbank.DB00904"	"SE"	"meddra.10013916"
"drugbank.DB00338"	"target"	"uniprot.P20648"
"mondo.0011640"	"associated"	"uniprot.Q8WYB5"
"mondo.0010526"	"symptom"	"hpo.0000962"
"drugbank.DB00537"	"SE"	"meddra.10021665"
"drugbank.DB01406"	"target"	"uniprot.P35462"
"mondo.0014382"	"associated"	"uniprot.Q9Y6K1"
"mondo.0007187"	"symptom"	"hpo.0002664"
"mondo.0011583"	"associated"	"uniprot.P05067"
"drugbank.DB00459"	"SE"	"meddra.10003285"
"drugbank.DB00398"	"target"	"uniprot.O15197"
"drugbank.DB00543"	"target"	"uniprot.P08183"
"mondo.0014187"	"associated"	"uniprot.Q13976"
"mondo.0018874"	"associated"	"uniprot.Q92626"
"mondo.0013264"	"symptom"	"hpo.0002878"
"drugbank.DB12789"	"target"	"uniprot.P34995"
"mondo.0007739"	"associated"	"uniprot.P21397"
"drugbank.DB00633"	"SE"	"meddra.10047302"
"drugbank.DB00715"	"SE"	"meddra.10028524"
"mondo.0011930"	"associated"	"uniprot.P18089"
"mondo.0007203"	"associated"	"uniprot.Q02763"
"mondo.0013894"	"associated"	"uniprot.Q8NBT0"
"mondo.0010176"	"associated"	"uniprot.Q96BN6"
"mondo.0010099"	"symptom"	"hpo.0000741"
"mondo.0012465"	"symptom"	"hpo.0004936"
"drugbank.DB04868"	"target"	"uniprot.P29323"
"drugbank.DB00201"	"SE"	"meddra.10000486"
"mondo.0033362"	"symptom"	"hpo.0002133"
"drugbank.DB01041"	"target"	"uniprot.P01375"
"mondo.0009419"	"symptom"	"hpo.0001266"
"mondo.0009692"	"symptom"	"hpo.0001028"
"drugbank.DB00906"	"SE"	"meddra.10034721"
"drugbank.DB08873"	"SE"	"meddra.10004908"
"drugbank.DB00273"	"SE"	"meddra.10020864"
"drugbank.DB01156"	"SE"	"meddra.10013941"
"mondo.0016333"	"associated"	"uniprot.P40123"
"drugbank.DB00996"	"target"	"uniprot.O75899"
"drugbank.DB04574"	"target"	"uniprot.P08842"
"mondo.0013987"	"symptom"	"hpo.0002311"
"mondo.0016238"	"symptom"	"hpo.0010784"
"mondo.0019200"	"associated"	"uniprot.P02753"
"mondo.0012192"	"associated"	"uniprot.Q7RTS3"
"mondo.0016281"	"symptom"	"hpo.0000147"
"mondo.0019338"	"symptom"	"hpo.0010628"
"mondo.0013247"	"associated"	"uniprot.Q06495"
"mondo.0014596"	"symptom"	"hpo.0001007"
"mondo.0012184"	"symptom"	"hpo.0000618"
"mondo.0014762"	"symptom"	"hpo.0000961"
"mondo.0018088"	"symptom"	"hpo.0001055"
"drugbank.DB00629"	"SE"	"meddra.10047115"
"mondo.0018229"	"associated"	"uniprot.P02768"
"mondo.0013434"	"symptom"	"hpo.0000388"
"drugbank.DB00715"	"SE"	"meddra.10008121"
"mondo.0009411"	"symptom"	"hpo.0001081"
"drugbank.DB06626"	"target"	"uniprot.Q15569"
"mondo.0014365"	"symptom"	"hpo.0000027"
"mondo.0009757"	"symptom"	"hpo.0000726"
"drugbank.DB00734"	"target"	"uniprot.Q12809"
"drugbank.DB01224"	"SE"	"meddra.10007636"
"mondo.0018911"	"associated"	"uniprot.Q86SR3"
"drugbank.DB04953"	"target"	"uniprot.P56696"
"drugbank.DB00502"	"target"	"uniprot.P08183"
"mondo.0008842"	"associated"	"uniprot.P49959"
"drugbank.DB00307"	"SE"	"meddra.10047001"
"mondo.0014802"	"symptom"	"hpo.0001028"
"drugbank.DB01242"	"SE"	"meddra.10002535"
"drugbank.DB00776"	"SE"	"meddra.10048302"
"drugbank.DB00537"	"SE"	"meddra.10029148"
"mondo.0011652"	"associated"	"uniprot.P01308"
"drugbank.DB06695"	"target"	"uniprot.O15244"
"mondo.0011382"	"symptom"	"hpo.0001974"
"mondo.0015253"	"associated"	"uniprot.P26373"
"drugbank.DB01026"	"target"	"uniprot.P15538"
"drugbank.DB00659"	"SE"	"meddra.10018491"
"drugbank.DB00813"	"target"	"uniprot.Q12809"
"mondo.0100215"	"associated"	"uniprot.Q9NSD9"
"mondo.0011273"	"symptom"	"hpo.0001433"
"mondo.0018874"	"associated"	"uniprot.P58340"
"drugbank.DB00239"	"target"	"uniprot.P18825"
"drugbank.DB00440"	"SE"	"meddra.10047924"
"drugbank.DB00402"	"SE"	"meddra.10021021"
"drugbank.DB01240"	"SE"	"meddra.10028836"
"drugbank.DB00485"	"SE"	"meddra.10023891"
"mondo.0013776"	"associated"	"uniprot.Q9Y4W6"
"mondo.0014782"	"associated"	"uniprot.Q8NE79"
"drugbank.DB00215"	"SE"	"meddra.10038848"
"drugbank.DB08865"	"target"	"uniprot.P36896"
"mondo.0011273"	"symptom"	"hpo.0000135"
"mondo.0010607"	"symptom"	"hpo.0001374"
"drugbank.DB00402"	"SE"	"meddra.10028521"
"mondo.0010466"	"associated"	"uniprot.P37287"
"drugbank.DB01268"	"target"	"uniprot.O14757"
"drugbank.DB06148"	"target"	"uniprot.P08172"
"mondo.0011093"	"symptom"	"hpo.0030839"
"mondo.0010847"	"associated"	"uniprot.O00555"
"mondo.0014973"	"symptom"	"hpo.0001645"
"mondo.0015892"	"symptom"	"hpo.0000873"
"drugbank.DB00472"	"SE"	"meddra.10049195"
"mondo.0013944"	"symptom"	"hpo.0100658"
"mondo.0010808"	"symptom"	"hpo.0000726"
"mondo.0007784"	"associated"	"uniprot.P10828"
"mondo.0009288"	"symptom"	"hpo.0100646"
"mondo.0015085"	"symptom"	"hpo.0000966"
"mondo.0007492"	"symptom"	"hpo.0000643"
"drugbank.DB01262"	"SE"	"meddra.10003445"
"drugbank.DB00904"	"SE"	"meddra.10030071"
"mondo.0013458"	"symptom"	"hpo.0000103"
"mondo.0011534"	"associated"	"uniprot.P19367"
"mondo.0010657"	"symptom"	"hpo.0002072"
"mondo.0012988"	"symptom"	"hpo.0000458"
"drugbank.DB01008"	"SE"	"meddra.10034474"
"mondo.0018874"	"associated"	"uniprot.Q9Y6K1"
"drugbank.DB01259"	"target"	"uniprot.O00750"
"mondo.0009165"	"associated"	"uniprot.Q5TBB1"
"mondo.0008633"	"symptom"	"hpo.0040186"
"mondo.0015253"	"symptom"	"hpo.0001896"
"mondo.0800042"	"symptom"	"hpo.0001788"
"mondo.0013438"	"associated"	"uniprot.Q9HD40"
"mondo.0019200"	"associated"	"uniprot.Q8TAM2"
"drugbank.DB00268"	"SE"	"meddra.10026749"
"mondo.0014993"	"symptom"	"hpo.0001653"
"mondo.0012429"	"associated"	"uniprot.Q9Y3Z3"
"drugbank.DB06202"	"SE"	"meddra.10008323"
"mondo.0011719"	"associated"	"uniprot.P52848"
"drugbank.DB00273"	"SE"	"meddra.10019339"
"drugbank.DB00230"	"SE"	"meddra.10028524"
"drugbank.DB00530"	"target"	"uniprot.Q9UKE5"
"mondo.0007739"	"symptom"	"hpo.0002591"
"mondo.0018150"	"symptom"	"hpo.0007957"
"mondo.0014399"	"symptom"	"hpo.0002664"
"mondo.0015021"	"symptom"	"hpo.0001310"
"drugbank.DB08865"	"target"	"uniprot.Q12866"
"drugbank.DB00458"	"target"	"uniprot.O15245"
"mondo.0005580"	"associated"	"uniprot.P30043"
"drugbank.DB00244"	"SE"	"meddra.10037632"
"mondo.0007435"	"associated"	"uniprot.O14653"
"mondo.0009290"	"symptom"	"hpo.0012532"
"mondo.0011719"	"associated"	"uniprot.Q14623"
"drugbank.DB01186"	"SE"	"meddra.10047001"
"drugbank.DB00230"	"SE"	"meddra.10044684"
"drugbank.DB00715"	"SE"	"meddra.10014561"
"mondo.0008300"	"associated"	"uniprot.Q96G30"
"drugbank.DB01136"	"SE"	"meddra.10018627"
"mondo.0015583"	"symptom"	"hpo.0002901"
"mondo.0017400"	"symptom"	"hpo.0001396"
"mondo.0013655"	"symptom"	"hpo.0002072"
"mondo.0019797"	"symptom"	"hpo.0000858"
"mondo.0018177"	"associated"	"uniprot.P08253"
"mondo.0020562"	"associated"	"uniprot.P11802"
"mondo.0019091"	"symptom"	"hpo.0002097"
"drugbank.DB01149"	"SE"	"meddra.10002942"
"mondo.0014757"	"symptom"	"hpo.0000126"
"mondo.0011342"	"symptom"	"hpo.0012418"
"mondo.0008818"	"symptom"	"hpo.0001714"
"drugbank.DB01043"	"SE"	"meddra.10002948"
"mondo.0014991"	"symptom"	"hpo.0000541"
"drugbank.DB00953"	"target"	"uniprot.P28221"
"mondo.0014760"	"associated"	"uniprot.P02786"
"mondo.0014101"	"symptom"	"hpo.0000546"
"mondo.0000903"	"symptom"	"hpo.0000473"
"mondo.0016812"	"symptom"	"hpo.0001298"
"mondo.0013008"	"symptom"	"hpo.0100726"
"mondo.0014367"	"symptom"	"hpo.0025085"
"mondo.0014047"	"symptom"	"hpo.0000853"
"mondo.0009692"	"associated"	"uniprot.P27797"
"mondo.0013270"	"symptom"	"hpo.0003763"
"mondo.0006292"	"associated"	"uniprot.Q12805"
"drugbank.DB00697"	"SE"	"meddra.10033078"
"drugbank.DB06711"	"target"	"uniprot.Q9Y2I1"
"drugbank.DB00808"	"target"	"uniprot.O43570"
"mondo.0008487"	"associated"	"uniprot.O75494"
"mondo.0010752"	"symptom"	"hpo.0000126"
"drugbank.DB01215"	"SE"	"meddra.10046541"
"drugbank.DB00490"	"target"	"uniprot.P08684"
"drugbank.DB01267"	"target"	"uniprot.P08588"
"drugbank.DB00190"	"target"	"uniprot.P06239"
"mondo.0011803"	"associated"	"uniprot.Q9UQ90"
"mondo.0013800"	"symptom"	"hpo.0000973"
"mondo.0007688"	"symptom"	"hpo.0001680"
"drugbank.DB00633"	"SE"	"meddra.10003671"
"mondo.0014288"	"symptom"	"hpo.0002104"
"mondo.0017844"	"associated"	"uniprot.P16410"
"drugbank.DB08865"	"target"	"uniprot.Q6XUX3"
"mondo.0016419"	"associated"	"uniprot.Q9UIF7"
"mondo.0009891"	"symptom"	"hpo.0000225"
"mondo.0014400"	"associated"	"uniprot.O43172"
"drugbank.DB00564"	"SE"	"meddra.10043566"
"mondo.0013718"	"associated"	"uniprot.Q8NEZ3"
"mondo.0010210"	"symptom"	"hpo.0000656"
"mondo.0018096"	"associated"	"uniprot.Q9H324"
"drugbank.DB00950"	"target"	"uniprot.Q12809"
"drugbank.DB00230"	"SE"	"meddra.10008114"
"mondo.0008907"	"symptom"	"hpo.0003073"
"mondo.0014209"	"associated"	"uniprot.P09936"
"drugbank.DB00659"	"SE"	"meddra.10014625"
"mondo.0013008"	"symptom"	"hpo.0001890"
"mondo.0017607"	"symptom"	"hpo.0002607"
"drugbank.DB00996"	"SE"	"meddra.10014080"
"mondo.0008974"	"symptom"	"hpo.0001004"
"mondo.0008487"	"associated"	"uniprot.Q96KN4"
"mondo.0010370"	"associated"	"uniprot.O60216"
"mondo.0011784"	"associated"	"uniprot.Q63HN8"
"mondo.0009678"	"symptom"	"hpo.0000298"
"drugbank.DB00656"	"target"	"uniprot.P41595"
"mondo.0004976"	"associated"	"uniprot.O43822"
"drugbank.DB00588"	"target"	"uniprot.P08235"
"mondo.0011462"	"symptom"	"hpo.0025452"
"mondo.0019200"	"associated"	"uniprot.O14926"
"mondo.0010221"	"symptom"	"hpo.0006721"
"drugbank.DB01268"	"target"	"uniprot.P50613"
"mondo.0014460"	"symptom"	"hpo.0008404"
"mondo.0018997"	"associated"	"uniprot.Q07889"
"drugbank.DB00315"	"target"	"uniprot.P28221"
"mondo.0014683"	"symptom"	"hpo.0002878"
"mondo.0009556"	"associated"	"uniprot.O95822"
"drugbank.DB00503"	"SE"	"meddra.10029446"
"drugbank.DB00398"	"target"	"uniprot.P04629"
"mondo.0034022"	"symptom"	"hpo.0000980"
"mondo.0007109"	"symptom"	"hpo.0000980"
"drugbank.DB00740"	"SE"	"meddra.10020559"
"mondo.0010844"	"symptom"	"hpo.0030839"
"mondo.0011506"	"associated"	"uniprot.Q01453"
"mondo.0014681"	"symptom"	"hpo.0012125"
"mondo.0019391"	"associated"	"uniprot.Q9NPI8"
"mondo.0007608"	"associated"	"uniprot.P35222"
"mondo.0009571"	"associated"	"uniprot.Q9BPU9"
"mondo.0012415"	"symptom"	"hpo.0001952"
"drugbank.DB01242"	"SE"	"meddra.10033546"
"mondo.0005029"	"symptom"	"hpo.0004936"
"mondo.0013522"	"symptom"	"hpo.0009926"
"drugbank.DB01083"	"SE"	"meddra.10029151"
"drugbank.DB01175"	"SE"	"meddra.10033078"
"drugbank.DB00398"	"SE"	"meddra.10008604"
"mondo.0013757"	"symptom"	"hpo.0001539"
"drugbank.DB00313"	"SE"	"meddra.10014928"
"mondo.0014310"	"symptom"	"hpo.0001055"
"mondo.0012594"	"symptom"	"hpo.0000099"
"drugbank.DB08912"	"SE"	"meddra.10020587"
"mondo.0018166"	"associated"	"uniprot.P08123"
"mondo.0007959"	"associated"	"uniprot.P24864"
"drugbank.DB00370"	"target"	"uniprot.P11229"
"mondo.0013282"	"symptom"	"hpo.0000100"
"mondo.0007039"	"symptom"	"hpo.0000763"
"drugbank.DB01184"	"target"	"uniprot.P10635"
"mondo.0012885"	"associated"	"uniprot.Q13724"
"mondo.0010886"	"symptom"	"hpo.0000752"
"drugbank.DB00982"	"SE"	"meddra.10018364"
"mondo.0010645"	"symptom"	"hpo.0003124"
"drugbank.DB01268"	"target"	"uniprot.Q13188"
"drugbank.DB00877"	"SE"	"meddra.10021619"
"mondo.0015263"	"associated"	"uniprot.Q9HD47"
"drugbank.DB00990"	"SE"	"meddra.10025233"
"mondo.0019200"	"associated"	"uniprot.P12271"
"mondo.0009352"	"symptom"	"hpo.0000541"
"mondo.0007886"	"associated"	"uniprot.P84022"
"mondo.0800437"	"symptom"	"hpo.0000126"
"drugbank.DB01167"	"target"	"uniprot.Q16850"
"mondo.0005580"	"associated"	"uniprot.Q9BRA2"
"drugbank.DB00697"	"SE"	"meddra.10023332"
"mondo.0009426"	"symptom"	"hpo.0002905"
"mondo.0016619"	"symptom"	"hpo.0000966"
"drugbank.DB00313"	"SE"	"meddra.10020558"
"mondo.0018975"	"symptom"	"hpo.0001482"
"mondo.0011789"	"associated"	"uniprot.P35240"
"mondo.0012654"	"associated"	"uniprot.Q9UMR3"
"drugbank.DB00909"	"SE"	"meddra.10018386"
"mondo.0009495"	"symptom"	"hpo.0005268"
"mondo.0011330"	"symptom"	"hpo.0000726"
"drugbank.DB06626"	"target"	"uniprot.P30530"
"mondo.0010092"	"symptom"	"hpo.0002558"
"drugbank.DB01110"	"target"	"uniprot.P32245"
"mondo.0010179"	"symptom"	"hpo.0011623"
"drugbank.DB00338"	"target"	"uniprot.P51164"
"mondo.0010680"	"associated"	"uniprot.Q8WXH0"
"mondo.0011151"	"symptom"	"hpo.0000618"
"mondo.0014767"	"associated"	"uniprot.Q9BWF2"
"drugbank.DB06589"	"target"	"uniprot.P27448"
"drugbank.DB01268"	"target"	"uniprot.Q16566"
"mondo.0013523"	"symptom"	"hpo.0100578"
"mondo.0013897"	"symptom"	"hpo.0002097"
"mondo.0011369"	"symptom"	"hpo.0003124"
"mondo.0014402"	"symptom"	"hpo.0002878"
"drugbank.DB08873"	"SE"	"meddra.10047924"
"drugbank.DB01268"	"target"	"uniprot.P07333"
"mondo.0018969"	"associated"	"uniprot.P14207"
"mondo.0011996"	"associated"	"uniprot.O15055"
"mondo.0009364"	"associated"	"uniprot.Q8NAT1"
"drugbank.DB01165"	"SE"	"meddra.10001580"
"mondo.0004948"	"associated"	"uniprot.Q06187"
"drugbank.DB00694"	"target"	"uniprot.P11388"
"mondo.0015263"	"associated"	"uniprot.O60939"
"mondo.0009393"	"symptom"	"hpo.0001310"
"drugbank.DB00706"	"target"	"uniprot.P08913"
"drugbank.DB01059"	"SE"	"meddra.10037032"
"drugbank.DB00215"	"SE"	"meddra.10040617"
"drugbank.DB01184"	"target"	"uniprot.P18825"
"mondo.0010592"	"symptom"	"hpo.0001482"
"mondo.0019475"	"symptom"	"hpo.0001433"
"mondo.0008765"	"associated"	"uniprot.Q16518"
"drugbank.DB00471"	"target"	"uniprot.Q16539"
"drugbank.DB00419"	"target"	"uniprot.P10253"
"mondo.0014143"	"symptom"	"hpo.0001653"
"mondo.0018274"	"symptom"	"hpo.0001266"
"drugbank.DB00997"	"SE"	"meddra.10062872"
"mondo.0013951"	"symptom"	"hpo.0000124"
"drugbank.DB00349"	"target"	"uniprot.P14867"
"drugbank.DB01105"	"target"	"uniprot.P31645"
"mondo.0018874"	"associated"	"uniprot.P07333"
"mondo.0010132"	"associated"	"uniprot.Q6PHW0"
"drugbank.DB00688"	"SE"	"meddra.10020647"
"mondo.0013930"	"associated"	"uniprot.Q13608"
"mondo.0007571"	"symptom"	"hpo.0002633"
"mondo.0016063"	"symptom"	"hpo.0002858"
"drugbank.DB06769"	"SE"	"meddra.10047924"
"mondo.0008965"	"symptom"	"hpo.0000458"
"drugbank.DB00235"	"target"	"uniprot.Q14432"
"mondo.0012163"	"associated"	"uniprot.P16871"
"drugbank.DB00230"	"SE"	"meddra.10033546"
"mondo.0014856"	"symptom"	"hpo.0003128"
"drugbank.DB00459"	"SE"	"meddra.10014179"
"mondo.0010772"	"associated"	"uniprot.P03923"
"drugbank.DB00425"	"SE"	"meddra.10033078"
"mondo.0009218"	"symptom"	"hpo.0001395"
"drugbank.DB00929"	"SE"	"meddra.10018292"
"mondo.0014888"	"symptom"	"hpo.0011951"
"mondo.0008048"	"associated"	"uniprot.Q9NZV5"
"mondo.0011472"	"symptom"	"hpo.0008404"
"drugbank.DB00268"	"SE"	"meddra.10023350"
"mondo.0009556"	"symptom"	"hpo.0001942"
"drugbank.DB01166"	"SE"	"meddra.10073685"
"drugbank.DB08865"	"target"	"uniprot.P16591"
"mondo.0009249"	"symptom"	"hpo.0012051"
"drugbank.DB04868"	"target"	"uniprot.P22748"
"mondo.0008879"	"symptom"	"hpo.0001387"
"drugbank.DB00843"	"SE"	"meddra.10040975"
"drugbank.DB01406"	"SE"	"meddra.10020112"
"drugbank.DB00928"	"SE"	"meddra.10011283"
"mondo.0012290"	"symptom"	"hpo.0001271"
"mondo.0013391"	"symptom"	"hpo.0000473"
"mondo.0016006"	"symptom"	"hpo.0000093"
"mondo.0009338"	"associated"	"uniprot.Q9HB58"
"mondo.0013426"	"symptom"	"hpo.0002138"
"mondo.0014864"	"symptom"	"hpo.0100660"
"mondo.0060532"	"symptom"	"hpo.0002107"
"mondo.0009124"	"symptom"	"hpo.0003146"
"mondo.0013507"	"associated"	"uniprot.Q15080"
"mondo.0009426"	"symptom"	"hpo.0002901"
"mondo.0019609"	"associated"	"uniprot.O75192"
"drugbank.DB00734"	"SE"	"meddra.10027313"
"mondo.0024568"	"associated"	"uniprot.Q9P2J5"
"drugbank.DB00494"	"target"	"uniprot.Q9HC97"
"mondo.0012883"	"associated"	"uniprot.Q9Y6K1"
"mondo.0015285"	"symptom"	"hpo.0000798"
"mondo.0009061"	"symptom"	"hpo.0002570"
"mondo.0010100"	"symptom"	"hpo.0011951"
"drugbank.DB00734"	"SE"	"meddra.10021328"
"mondo.0010607"	"symptom"	"hpo.0001640"
"drugbank.DB01136"	"SE"	"meddra.10002969"
"mondo.0014952"	"symptom"	"hpo.0002307"
"mondo.0023122"	"associated"	"uniprot.P35680"
"mondo.0016419"	"associated"	"uniprot.P52701"
"drugbank.DB01179"	"target"	"uniprot.P04350"
"mondo.0013824"	"associated"	"uniprot.Q8N157"
"mondo.0007113"	"associated"	"uniprot.P51608"
"drugbank.DB00665"	"SE"	"meddra.10027162"
"mondo.0013370"	"symptom"	"hpo.0001663"
"drugbank.DB01205"	"target"	"uniprot.Q16445"
"mondo.0008487"	"associated"	"uniprot.Q9UPY8"
"mondo.0013352"	"symptom"	"hpo.0000805"
"mondo.0012312"	"symptom"	"hpo.0004757"
"mondo.0009181"	"symptom"	"hpo.0002381"
"mondo.0004976"	"associated"	"uniprot.Q68CQ7"
"mondo.0016419"	"associated"	"uniprot.P54278"
"mondo.0054835"	"associated"	"uniprot.Q01959"
"mondo.0013540"	"symptom"	"hpo.0001974"
"mondo.0011658"	"symptom"	"hpo.0002063"
"drugbank.DB00603"	"SE"	"meddra.10030294"
"drugbank.DB01208"	"SE"	"meddra.10043248"
"mondo.0009717"	"symptom"	"hpo.0001385"
"drugbank.DB00669"	"SE"	"meddra.10024604"
"mondo.0007429"	"symptom"	"hpo.0000602"
"mondo.0010679"	"symptom"	"hpo.0001638"
"mondo.0008083"	"symptom"	"hpo.0000726"
"mondo.0014076"	"symptom"	"hpo.0010450"
"drugbank.DB01224"	"SE"	"meddra.10033546"
"mondo.0100296"	"associated"	"uniprot.O43462"
"mondo.0008487"	"associated"	"uniprot.Q02297"
"drugbank.DB00480"	"SE"	"meddra.10020850"
"drugbank.DB00715"	"SE"	"meddra.10033132"
"mondo.0007784"	"symptom"	"hpo.0000836"
"mondo.0014791"	"symptom"	"hpo.0001350"
"drugbank.DB01242"	"SE"	"meddra.10015000"
"drugbank.DB00537"	"SE"	"meddra.10024378"
"mondo.0011781"	"symptom"	"hpo.0011999"
"mondo.0007576"	"associated"	"uniprot.P09919"
"drugbank.DB00661"	"target"	"uniprot.Q9UNQ0"
"drugbank.DB00215"	"SE"	"meddra.10009887"
"drugbank.DB01224"	"target"	"uniprot.P18089"
"drugbank.DB01080"	"SE"	"meddra.10061193"
"mondo.0007768"	"symptom"	"hpo.0004398"
"mondo.0009388"	"symptom"	"hpo.0002179"
"mondo.0012111"	"symptom"	"hpo.0002875"
"drugbank.DB00964"	"SE"	"meddra.10039100"
"mondo.0016358"	"associated"	"uniprot.Q8IZA0"
"mondo.0019391"	"associated"	"uniprot.Q8IY92"
"mondo.0016829"	"symptom"	"hpo.0001387"
"drugbank.DB00629"	"SE"	"meddra.10021008"
"mondo.0014380"	"symptom"	"hpo.0000826"
"mondo.0014891"	"symptom"	"hpo.0000097"
"mondo.0018956"	"symptom"	"hpo.0001217"
"drugbank.DB00734"	"target"	"uniprot.P25100"
"drugbank.DB01242"	"SE"	"meddra.10005159"
"drugbank.DB13944"	"SE"	"meddra.10020112"
"drugbank.DB00770"	"target"	"uniprot.Q8NEC5"
"mondo.0010774"	"symptom"	"hpo.0002169"
"mondo.0013721"	"symptom"	"hpo.0000099"
"mondo.0011584"	"symptom"	"hpo.0004808"
"mondo.0011242"	"symptom"	"hpo.0003113"
"drugbank.DB01008"	"SE"	"meddra.10035598"
"mondo.0011362"	"symptom"	"hpo.0012764"
"mondo.0100476"	"symptom"	"hpo.0000093"
"mondo.0019006"	"associated"	"uniprot.Q9NQW6"
"mondo.0003582"	"associated"	"uniprot.Q9BX63"
"drugbank.DB00843"	"SE"	"meddra.10050492"
"mondo.0009308"	"symptom"	"hpo.0002754"
"mondo.0009711"	"associated"	"uniprot.Q9NZV5"
"mondo.0009329"	"symptom"	"hpo.0012418"
"mondo.0010789"	"symptom"	"hpo.0025268"
"mondo.0011506"	"associated"	"uniprot.O14810"
"drugbank.DB00321"	"target"	"uniprot.Q9H3N8"
"mondo.0018874"	"associated"	"uniprot.Q00597"
"mondo.0013388"	"associated"	"uniprot.Q99250"
"mondo.0009452"	"symptom"	"hpo.0001941"
"mondo.0013808"	"symptom"	"hpo.0100242"
"mondo.0012652"	"symptom"	"hpo.0010628"
"mondo.0010590"	"symptom"	"hpo.0001680"
"mondo.0019015"	"symptom"	"hpo.0001539"
"drugbank.DB00564"	"SE"	"meddra.10043570"
"mondo.0019342"	"associated"	"uniprot.O00444"
"mondo.0014245"	"symptom"	"hpo.0001896"
"mondo.0007078"	"symptom"	"hpo.0000876"
"mondo.0018031"	"associated"	"uniprot.P04637"
"drugbank.DB00321"	"target"	"uniprot.P35348"
"mondo.0014850"	"associated"	"uniprot.Q96Q11"
"drugbank.DB00590"	"target"	"uniprot.P25100"
"mondo.0010651"	"symptom"	"hpo.0100790"
"mondo.0011407"	"associated"	"uniprot.P14653"
"mondo.0009868"	"symptom"	"hpo.0012028"
"mondo.0014353"	"symptom"	"hpo.0004789"
"mondo.0013756"	"symptom"	"hpo.0100774"
"mondo.0010421"	"symptom"	"hpo.0000024"
"mondo.0011934"	"associated"	"uniprot.P01127"
"mondo.0010820"	"associated"	"uniprot.P37840"
"mondo.0033012"	"associated"	"uniprot.Q9NTQ9"
"drugbank.DB04574"	"SE"	"meddra.10052426"
"mondo.0013439"	"associated"	"uniprot.O75881"
"mondo.0007492"	"symptom"	"hpo.0010628"
"drugbank.DB00543"	"target"	"uniprot.P20309"
"mondo.0014166"	"symptom"	"hpo.0001878"
"drugbank.DB01037"	"SE"	"meddra.10079747"
"mondo.0013401"	"symptom"	"hpo.0002307"
"drugbank.DB00752"	"target"	"uniprot.P27338"
"mondo.0007203"	"symptom"	"hpo.0002576"
"drugbank.DB06616"	"target"	"uniprot.P42685"
"drugbank.DB01268"	"target"	"uniprot.Q8N568"
"mondo.0008660"	"symptom"	"hpo.0001891"
"drugbank.DB00315"	"SE"	"meddra.10009887"
"mondo.0005580"	"associated"	"uniprot.Q9Y4K0"
